"GEOID","pop","pop_dens","race_white","race_minority","female","age_genz","age_millenial","age_genx","age_boomer","age_retiree","divsep","widowed","median_age","not_us_citizen","median_earnings","trav_cars","trav_trans","trav_motorcycle","trav_bike","trav_walk","trav_home","edu_lowedu","edu_hsged","edu_bs","edu_grad","unemp","below_pov","City","Borough","Class","CasualtiesPerPop","CasualtiesPerPopDens","TotalInjuries","TotalDeaths","Collisions","CasualtiesCount","PedeCasualtiesCount"
36005043500,62,23.84615385,0,1,0.725806451612903,0.145161290322581,0.467741935483871,0,0.193548387096774,0.193548387096774,0.129032258064516,0.193548387096774,23.8,0,15375,0,0.5,0,0,0,0,0,0.0645161290322581,0,0,0,0.129032258064516,"NYC","Bronx",1,18.01612903,46.84193548,1111,6,2907,1117,53
36005027600,59,100,0.355932203389831,0.644067796610169,0.440677966101695,0.389830508474576,0.152542372881356,0.322033898305085,0.0677966101694915,0.0677966101694915,0,0,23.4,0.11864406779661,22813,0.23728813559322,0,0,0,0,0,0.0677966101694915,0.254237288135593,0,0,0.23728813559322,0.135593220338983,"NYC","Bronx",1,3.915254237,2.31,230,1,641,231,2
36005011000,151,188.75,0,1,0.47682119205298,0.0794701986754967,0.258278145695364,0.662251655629139,0,0,0.0596026490066225,0,40.9,0,23571,0.251655629139073,0.28476821192053,0,0,0,0.0860927152317881,0,0.23841059602649,0.245033112582781,0,0.0927152317880795,0.205298013245033,"NYC","Bronx",1,1.01986755,0.81589404,154,0,504,154,6
36005033400,1468,1254.700855,0.0899182561307902,0.91008174386921,0.51566757493188,0.228201634877384,0.23433242506812,0.303133514986376,0.18732970027248,0.0470027247956403,0.130108991825613,0.0490463215258856,37.8,0.151907356948229,30938,0.19141689373297,0.258174386920981,0,0,0.00272479564032698,0,0.0395095367847411,0.27724795640327,0.130790190735695,0.0374659400544959,0.0483651226158038,0.205722070844687,"NYC","Bronx",1,0.728882834,0.852792915,1066,4,2859,1070,52
36005028400,687,1597.674419,0.244541484716157,0.755458515283843,0.314410480349345,0.0538573508005822,0.129548762736536,0.358078602620087,0.40174672489083,0.0567685589519651,0.148471615720524,0.0887918486171761,53.7,0.139737991266376,25110,0.0509461426491994,0.0727802037845706,0,0.00873362445414847,0,0.0480349344978166,0.0436681222707424,0.395924308588064,0.100436681222707,0.0101892285298399,0.00873362445414847,0.0858806404657933,"NYC","Bronx",1,0.320232897,0.137700146,216,4,826,220,22
36005001900,2682,4257.142857,0.0727069351230425,0.927293064876958,0.519761372110365,0.238255033557047,0.326249067859806,0.316927665920955,0.111111111111111,0.00745712155108128,0.101043997017151,0.0156599552572707,32.5,0.126398210290828,31031,0.101416853094705,0.272930648769575,0,0.00596569724086503,0.0223713646532438,0.0186428038777032,0.0398956002982849,0.287844891871738,0.0920954511558538,0.0395227442207308,0.087248322147651,0.339671886651752,"NYC","Bronx",1,0.266592095,0.16795302,714,1,2873,715,47
36005002400,123,473.0769231,0.471544715447154,0.528455284552846,0.268292682926829,0.203252032520325,0.796747967479675,0,0,0,0,0.268292682926829,27.9,0.528455284552846,58526,0,0.796747967479675,0,0,0,0,0,0.268292682926829,0.211382113821138,0.317073170731707,0,0,"NYC","Bronx",1,0.260162602,0.067642276,32,0,137,32,4
36005016500,1002,14314.28571,0.00399201596806387,0.996007984031936,0.536926147704591,0.312375249500998,0.343313373253493,0.279441117764471,0.0578842315369262,0.00698602794411178,0.166666666666667,0.0289421157684631,28.3,0.261477045908184,22258,0.110778443113772,0.199600798403194,0,0,0.0209580838323353,0.0139720558882236,0.0289421157684631,0.279441117764471,0.0998003992015968,0,0.0548902195608782,0.36626746506986,"NYC","Bronx",1,0.209580838,0.014670659,207,3,730,210,12
36005025700,1875,31250,0.0234666666666667,0.976533333333333,0.4416,0.166933333333333,0.4384,0.2368,0.130133333333333,0.0277333333333333,0.109866666666667,0.0186666666666667,30.8,0.240533333333333,25333,0.0736,0.458133333333333,0,0.0181333333333333,0.0592,0.0016,0.0490666666666667,0.395733333333333,0.101333333333333,0.0186666666666667,0.0538666666666667,0.242666666666667,"NYC","Bronx",1,0.163733333,0.009824,307,0,945,307,11
36005006300,4291,10727.5,0.056863202050804,0.943136797949196,0.47005360055931,0.213237007690515,0.275926357492426,0.274994173852249,0.210906548590072,0.0249359123747378,0.17431834071312,0.0261011419249592,35.7,0.25215567466791,27152,0.0538336052202284,0.364250757399208,0,0,0.0417152178979259,0,0.0354229783267304,0.273828944302027,0.139128408296434,0.0328594733162433,0.0601258447914239,0.268934980191098,"NYC","Bronx",1,0.153111163,0.061244465,655,2,2210,657,114
36005006000,1269,9761.538462,0.0133963750985028,0.986603624901497,0.536643026004728,0.236406619385343,0.308116627265563,0.253743104806935,0.171788810086682,0.0299448384554768,0.10795902285264,0.053585500394011,31,0.237194641449961,20972,0.105594956658786,0.249802994483846,0,0.00394011032308905,0.0126083530338849,0.0354609929078014,0.0504334121355398,0.242710795902285,0.112687155240347,0.0307328605200946,0.0559495665878645,0.328605200945626,"NYC","Bronx",1,0.151300236,0.019669031,192,0,796,192,35
36005019400,2339,6879.411765,0.194527575887131,0.805472424112869,0.476699444206926,0.238563488670372,0.270628473706712,0.300983326207781,0.110303548525011,0.079521162890124,0.0906370243693886,0.0346301838392475,34.1,0.100042753313382,40341,0.199230440359128,0.161607524583155,0,0,0.043180846515605,0.00213766566908935,0.036340316374519,0.32321504916631,0.122702009405729,0.0188114578879863,0.0525865754595981,0.187259512612227,"NYC","Bronx",1,0.133390338,0.045352715,310,2,764,312,25
36005021900,1142,22840,0.0131348511383538,0.986865148861646,0.486865148861646,0.224168126094571,0.309982486865149,0.263572679509632,0.161120840630473,0.0411558669001751,0.160245183887916,0.0297723292469352,33.6,0.322241681260946,25804,0.0621716287215412,0.351138353765324,0,0,0.0157618213660245,0.0131348511383538,0.0656742556917688,0.208406304728546,0.0884413309982487,0.0148861646234676,0.032399299474606,0.325744308231173,"NYC","Bronx",1,0.119089317,0.005954466,134,2,401,136,48
36005023100,1650,33000,0.0296969696969697,0.97030303030303,0.395757575757576,0.215757575757576,0.267878787878788,0.344242424242424,0.148484848484848,0.0236363636363636,0.11030303030303,0.0545454545454545,37.3,0.3,23902,0.0236363636363636,0.245454545454545,0,0.00303030303030303,0.0109090909090909,0,0.0515151515151515,0.244848484848485,0.0642424242424242,0.00909090909090909,0.0945454545454545,0.371515151515152,"NYC","Bronx",1,0.103030303,0.005151515,169,1,608,170,32
